delivery_id,factory_id,project_id,distance_km,expected_time_hours,actual_time_hours,delay_flag,date,project_lat,project_lon,demand,priority_level,factory_lat,factory_lon,base_production_per_week,production_variability,max_storage,weather_index,traffic_index,delay_hours,computed_distance,weather_distance,traffic_distance,priority_encoded,day_of_week,is_weekend
D565,F4,P94,558.25,13.96,24.92,1,2026-04-30,17.351906037713828,76.64549297149163,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.92,0.25,10.96,558.2897125554747,513.59,139.5625,1,3,0
D566,F5,P5,426.06,10.65,20.09,1,2026-04-08,16.9470880746647,75.05969593013731,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.84,0.87,9.44,424.2658824531045,357.8904,370.6722,1,2,0
D567,F3,P117,749.65,18.74,37.07,1,2026-04-04,12.602770048049026,74.44557615429746,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.97,1.0,18.330000000000002,747.5147567395187,727.1605,749.65,2,5,1
D568,F4,P119,491.17,12.28,15.05,1,2026-04-10,15.882238994210525,74.9814949367524,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.22,0.4,2.7700000000000014,486.0900389876656,108.0574,196.46800000000002,1,4,0
D569,F2,P160,537.43,13.44,17.18,1,2026-04-01,14.491306475130354,79.83608422897207,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.55,0.21,3.74,522.9156126367451,295.5865,112.86029999999998,3,2,0
D570,F3,P91,174.81,4.37,7.38,1,2026-04-02,18.850594335024734,75.23606501697752,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.95,0.78,3.01,165.70541726986883,166.0695,136.3518,1,3,0
D571,F5,P121,671.93,16.8,29.15,1,2026-04-09,19.44013467848665,72.56332904679635,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.84,0.43,12.349999999999998,672.4978152466359,564.4211999999999,288.9299,2,3,0
D572,F4,P83,209.96,5.25,8.56,1,2026-04-12,13.67257296590171,76.33158379062053,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.51,0.23,3.3100000000000005,207.16837682541902,107.0796,48.290800000000004,3,6,1
D573,F5,P106,696.53,17.41,24.2,1,2026-04-11,15.89393722367564,79.24879030174843,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.89,0.15,6.789999999999999,678.4190949627259,619.9117,104.47949999999999,2,5,1
D574,F2,P119,118.47,2.96,6.07,1,2026-04-04,15.882238994210525,74.9814949367524,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.97,1.0,3.1100000000000003,117.2573577416884,114.9159,118.47,1,5,1
D575,F2,P183,488.53,12.21,23.88,1,2026-04-21,14.78669283562558,79.49318521484565,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.57,0.74,11.669999999999998,474.73432534435705,278.46209999999996,361.51219999999995,3,1,0
D576,F3,P9,75.41,1.89,3.67,1,2026-04-07,19.537614045478826,76.50630574276431,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.97,0.69,1.78,74.72018393253914,73.1477,52.03289999999999,1,1,0
D577,F5,P32,879.92,22.0,29.02,1,2026-04-05,19.319677404350244,78.8003086223184,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.06,0.74,7.02,865.2270901416949,52.795199999999994,651.1408,2,6,1
D578,F3,P190,420.3,10.51,19.58,1,2026-04-02,16.49493353715019,73.90877487832272,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.95,0.78,9.069999999999999,409.423319591824,399.28499999999997,327.834,1,3,0
D579,F2,P195,562.19,14.05,29.1,1,2026-04-15,12.799879097294909,72.42788237397895,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.91,0.59,15.05,556.0362052110336,511.59290000000004,331.69210000000004,2,2,0
D580,F5,P177,174.58,4.36,8.83,1,2026-04-22,13.716712957666992,75.01807266582381,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.77,0.82,4.47,170.13471370714313,134.4266,143.1556,2,2,0
D581,F1,P172,429.53,10.74,24.95,1,2026-04-04,17.417346739063852,76.58693633337546,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.97,1.0,14.209999999999999,419.93959652423894,416.6441,429.53,3,5,1
D582,F1,P68,461.38,11.53,17.29,1,2026-04-06,17.445643612438133,76.2474766665371,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.55,0.71,5.76,450.2322802137253,253.75900000000001,327.5798,3,0,0
D583,F4,P118,420.07,10.5,22.33,1,2026-04-07,13.527288249202767,74.14779885512125,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.97,0.69,11.829999999999998,410.90781731532263,407.4679,289.8483,3,1,0
D584,F3,P153,675.19,16.88,23.54,1,2026-04-05,13.46292797685846,79.47691197871768,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.06,0.74,6.66,671.2386287302006,40.5114,499.6406,3,6,1
D585,F1,P177,528.67,13.22,24.95,1,2026-04-06,13.716712957666992,75.01807266582381,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.55,0.71,11.729999999999999,514.2480237508736,290.7685,375.35569999999996,2,0,0
D586,F5,P147,545.72,13.64,22.89,1,2026-04-11,15.468165900645936,77.95234114399292,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.89,0.15,9.25,532.2645250483504,485.6908,81.858,3,5,1
D587,F2,P177,344.87,8.62,16.45,1,2026-04-08,13.716712957666992,75.01807266582381,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.84,0.87,7.83,345.0979437699466,289.69079999999997,300.0369,2,2,0
D588,F4,P38,703.74,17.59,33.17,1,2026-04-02,18.79131059412867,77.77383616931898,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.95,0.78,15.580000000000002,704.9778698895102,668.553,548.9172,1,3,0
D589,F2,P63,252.54,6.31,9.01,1,2026-04-05,17.57043418271831,77.69816471939554,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.06,0.74,2.7,243.11169738835946,15.152399999999998,186.87959999999998,2,6,1
D590,F2,P167,302.88,7.57,11.19,1,2026-04-25,19.467490464635866,76.00831907132208,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.48,0.08,3.619999999999999,303.0285837274762,145.3824,24.2304,3,5,1
D591,F5,P64,723.75,18.09,34.18,1,2026-04-09,13.184695439627198,79.98192388039153,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.84,0.43,16.09,705.5314892496584,607.9499999999999,311.2125,3,3,0
D592,F2,P57,65.61,1.64,3.28,1,2026-04-15,16.272715355003534,75.87863977087187,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.91,0.59,1.64,64.9845195992983,59.7051,38.7099,2,2,0
D593,F2,P83,354.66,8.87,17.21,1,2026-04-27,13.67257296590171,76.33158379062053,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.8,0.98,8.340000000000002,354.5779038935887,283.728,347.5668,3,0,0
D594,F1,P156,861.77,21.54,39.65,1,2026-04-08,17.84031453249455,72.38172902153319,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.84,0.87,18.11,832.7572743430352,723.8868,749.7399,1,2,0
D595,F5,P57,411.7,10.29,15.39,1,2026-04-19,16.272715355003534,75.87863977087187,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.33,0.43,5.100000000000001,406.6243805491319,135.861,177.031,2,6,1
D596,F2,P189,374.38,9.36,17.01,1,2026-04-02,16.644352098751277,78.93693285767777,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.95,0.78,7.650000000000002,359.221299392279,355.661,292.01640000000003,3,3,0
D597,F2,P127,267.7,6.69,11.23,1,2026-04-29,14.372081149182389,75.35824685157021,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.04,0.92,4.54,268.10115361198626,10.708,246.284,2,2,0
D598,F3,P59,672.94,16.82,21.99,1,2026-04-20,13.953004177982194,73.34632833738344,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.25,0.41,5.169999999999998,665.171443277742,168.235,275.9054,2,0,0
D599,F3,P21,443.02,11.08,19.21,1,2026-04-09,16.16667408020659,79.68937619479479,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.84,0.43,8.13,433.13874718823627,372.1368,190.49859999999998,1,3,0
D600,F5,P140,579.0,14.48,22.07,1,2026-04-30,18.62295203030071,74.17234332655794,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.92,0.25,7.59,579.6093611175182,532.6800000000001,144.75,1,3,0
D601,F4,P57,473.58,11.84,19.72,1,2026-04-26,16.272715355003534,75.87863977087187,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.53,0.44,7.879999999999999,471.5005385132324,250.9974,208.3752,2,6,1
D602,F4,P48,736.88,18.42,30.55,1,2026-04-23,19.04374271212206,76.99483238507034,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.74,0.68,12.129999999999999,737.7922564131899,545.2912,501.07840000000004,3,3,0
D603,F2,P135,351.58,8.79,19.26,1,2026-04-08,14.625221339797855,73.24033293382195,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.84,0.87,10.470000000000002,345.16031224168955,295.32719999999995,305.8746,3,2,0
D604,F2,P190,186.63,4.67,6.9,1,2026-04-09,16.49493353715019,73.90877487832272,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.84,0.43,2.2300000000000004,179.35311603958206,156.76919999999998,80.2509,1,3,0
D605,F5,P76,753.36,18.83,33.02,1,2026-04-29,17.566502454327054,78.86687043850976,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.04,0.92,14.190000000000005,737.2740849595084,30.1344,693.0912000000001,3,2,0
D606,F2,P174,255.09,6.38,13.3,1,2026-04-08,18.56511580595164,77.00751736081259,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.84,0.87,6.920000000000001,250.86245486579287,214.2756,221.9283,2,2,0
D607,F2,P13,320.29,8.01,11.03,1,2026-04-01,18.66555929388932,73.38691722806217,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.55,0.21,3.0199999999999996,312.248612635911,176.15950000000004,67.2609,2,2,0
D608,F5,P155,477.82,11.95,24.54,1,2026-04-27,17.256890628001337,75.48538318942313,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.8,0.98,12.59,474.933669627159,382.25600000000003,468.2636,1,0,0
D609,F4,P93,782.77,19.57,31.94,1,2026-04-26,19.48507995376758,78.28272520891154,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.53,0.44,12.370000000000001,783.9923603830407,414.8681,344.4188,2,6,1
D610,F5,P41,235.84,5.9,10.39,1,2026-04-27,12.88712656649465,75.51469201492615,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.8,0.98,4.49,230.48207548056845,188.67200000000003,231.1232,1,0,0
D611,F2,P39,362.05,9.05,15.07,1,2026-04-06,13.887879357991649,74.0485465820906,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.55,0.71,6.02,359.92328426920204,199.12750000000003,257.0555,2,0,0
D612,F5,P71,174.76,4.37,8.03,1,2026-04-23,14.957235648491237,73.93727950621941,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.74,0.68,3.6599999999999993,174.59852441758767,129.3224,118.8368,2,3,0
D613,F1,P113,103.33,2.58,4.5,1,2026-04-26,14.236482734374068,79.06795217813007,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.53,0.44,1.92,102.40336428618059,54.764900000000004,45.4652,2,6,1
D614,F5,P45,490.92,12.27,16.44,1,2026-04-26,16.83533903422254,76.31872873041338,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.53,0.44,4.170000000000002,484.7207920882846,260.18760000000003,216.00480000000002,2,6,1
D615,F1,P67,282.15,7.05,9.72,1,2026-04-17,14.760569984213465,77.0748107576109,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.48,0.38,2.670000000000001,273.24695620871245,135.432,107.217,3,4,0
D616,F4,P14,563.96,14.1,23.08,1,2026-04-22,15.128484860585926,73.4578887023045,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.77,0.82,8.979999999999999,553.1844972398674,434.24920000000003,462.4472,2,2,0
D617,F2,P166,484.93,12.12,23.29,1,2026-04-15,14.087148986733713,72.12243632232308,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.91,0.59,11.17,474.9416672209675,441.28630000000004,286.1087,1,2,0
D618,F3,P113,578.13,14.45,25.12,1,2026-04-23,14.236482734374068,79.06795217813007,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.74,0.68,10.670000000000002,574.650103359067,427.8162,393.1284,2,3,0
D619,F5,P138,165.68,4.14,6.73,1,2026-04-14,12.310677875435385,74.42612411738578,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.88,0.24,2.5900000000000007,164.26329854879336,145.79840000000002,39.7632,2,1,0
D620,F3,P65,628.08,15.7,23.53,1,2026-04-01,14.13424811420228,79.81291964666123,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.55,0.21,7.830000000000002,621.9033446317592,345.4440000000001,131.8968,3,2,0
D621,F1,P174,490.0,12.25,15.55,1,2026-04-01,18.56511580595164,77.00751736081259,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.55,0.21,3.3000000000000007,483.68646492234683,269.5,102.89999999999999,2,2,0
D622,F2,P43,150.04,3.75,6.51,1,2026-04-27,15.802961785456894,76.50620457581107,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.8,0.98,2.76,147.42206907729448,120.032,147.0392,1,0,0
D623,F2,P35,143.0,3.57,6.38,1,2026-04-11,17.327378852939972,76.73038230166182,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.89,0.15,2.81,138.129534734407,127.27,21.45,2,5,1
D624,F5,P143,501.58,12.54,29.24,1,2026-04-04,15.290831240453429,77.59609768613755,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.97,1.0,16.7,489.34302584007656,486.53259999999995,501.58,1,5,1
D625,F4,P107,470.89,11.77,18.66,1,2026-04-21,15.47515492408343,74.80062726155741,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.57,0.74,6.890000000000001,464.8781647125831,268.40729999999996,348.4586,1,1,0
D626,F5,P25,130.53,3.26,6.59,1,2026-04-08,14.207993456180349,74.37018804563266,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.84,0.87,3.33,128.5402495560919,109.6452,113.5611,1,2,0
D627,F3,P198,198.44,4.96,6.63,1,2026-04-10,17.414159235394425,75.86016759714114,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.22,0.4,1.67,196.04713948335103,43.6568,79.376,3,4,0
D628,F1,P115,355.51,8.89,15.16,1,2026-04-18,14.64600243736411,76.42211973468392,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.71,0.25,6.27,344.4279777027174,252.41209999999998,88.8775,2,5,1
D629,F3,P117,749.65,18.74,25.42,1,2026-04-12,12.602770048049026,74.44557615429746,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.51,0.23,6.680000000000003,747.5147567395187,382.3215,172.4195,2,6,1
D630,F4,P54,202.61,5.07,9.07,1,2026-04-06,14.177057995077082,77.1815209643309,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.55,0.71,4.0,202.38968087104078,111.43550000000002,143.8531,3,0,0
D631,F4,P171,519.78,12.99,22.18,1,2026-04-14,17.09122877956809,78.4075943574592,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.88,0.24,9.19,520.3845656233983,457.40639999999996,124.74719999999999,2,1,0
D632,F5,P30,657.75,16.44,21.42,1,2026-04-25,18.321404324249645,76.8476797982481,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.48,0.08,4.98,650.7387631614888,315.71999999999997,52.620000000000005,2,5,1
D633,F5,P66,243.42,6.09,10.21,1,2026-04-23,15.28829610654585,72.26440586320439,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.74,0.68,4.120000000000001,241.57640618774917,180.1308,165.5256,1,3,0
D634,F3,P144,768.57,19.21,36.08,1,2026-04-06,13.10682473934241,73.06196337794375,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.55,0.71,16.869999999999997,761.1685561429225,422.71350000000007,545.6847,2,0,0
D635,F4,P65,293.29,7.33,9.21,1,2026-04-25,14.13424811420228,79.81291964666123,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.48,0.08,1.8800000000000008,289.1436308841058,140.7792,23.4632,3,5,1
D636,F2,P8,405.51,10.14,19.47,1,2026-04-22,15.603994015756344,72.10611968927893,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.77,0.82,9.329999999999998,391.7861876168886,312.2427,332.5182,1,2,0
D637,F5,P125,593.61,14.84,18.66,1,2026-04-01,18.7893583593974,73.09297065153623,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.55,0.21,3.8200000000000003,594.5426091798483,326.48550000000006,124.6581,3,2,0
D638,F3,P42,645.45,16.14,23.32,1,2026-04-18,13.61375361868317,79.16610876538816,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.71,0.25,7.18,642.3531099149458,458.2695,161.3625,1,5,1
D639,F2,P105,473.4,11.83,17.16,1,2026-04-19,16.71896678048435,79.83114286620007,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.33,0.43,5.33,454.1106009105893,156.222,203.56199999999998,1,6,1
D640,F2,P98,504.69,12.62,22.81,1,2026-04-07,15.58739314388998,79.95565970088657,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.97,0.69,10.19,486.9244947564426,489.54929999999996,348.23609999999996,1,1,0
D641,F5,P163,289.34,7.23,11.18,1,2026-04-21,14.770434568715206,75.7173905035169,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.57,0.74,3.9499999999999993,283.3467549435545,164.92379999999997,214.11159999999998,3,1,0
D642,F1,P38,467.75,11.69,15.09,1,2026-04-25,18.79131059412867,77.77383616931898,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.48,0.08,3.4000000000000004,464.80118055149535,224.51999999999998,37.42,1,5,1
D643,F3,P82,206.86,5.17,6.92,1,2026-04-05,17.405520936314247,77.88172895392617,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.06,0.74,1.75,203.8595157887304,12.4116,153.0764,2,6,1
D644,F3,P111,502.6,12.57,23.67,1,2026-04-02,18.148432114450472,72.34883017403547,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.95,0.78,11.100000000000001,478.1393797003852,477.47,392.028,2,3,0
D645,F5,P89,84.99,2.12,3.64,1,2026-04-28,13.509656866731037,74.23097082073745,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.56,0.32,1.52,82.80974097398563,47.5944,27.1968,3,1,0
D646,F2,P134,245.2,6.13,12.0,1,2026-04-02,15.507792984144697,77.3762090823616,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.95,0.78,5.87,239.17304357810113,232.93999999999997,191.256,2,3,0
D647,F5,P125,593.61,14.84,23.44,1,2026-04-15,18.7893583593974,73.09297065153623,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.91,0.59,8.600000000000001,594.5426091798483,540.1851,350.2299,3,2,0
D648,F1,P200,398.4,9.96,13.86,1,2026-04-28,12.733633178067848,76.81952740720895,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.56,0.32,3.8999999999999986,392.1195308817814,223.104,127.488,1,1,0
D649,F3,P47,251.52,6.29,11.58,1,2026-04-21,16.790923731908286,77.55827946431764,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.57,0.74,5.29,250.6640934716468,143.3664,186.1248,3,1,0
D650,F5,P188,76.22,1.91,2.81,1,2026-04-26,13.021517835379726,74.00013159372884,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.53,0.44,0.9000000000000001,75.14047827781489,40.3966,33.5368,3,6,1
D651,F2,P176,378.59,9.46,18.23,1,2026-04-04,13.653474879013965,74.19168901856906,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.97,1.0,8.77,377.1212078627145,367.23229999999995,378.59,2,5,1
D652,F4,P147,335.44,8.39,15.24,1,2026-04-16,15.468165900645936,77.95234114399292,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.35,0.71,6.85,336.00019689027613,117.404,238.1624,3,3,0
D653,F5,P30,657.75,16.44,28.85,1,2026-04-18,18.321404324249645,76.8476797982481,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.71,0.25,12.41,650.7387631614888,467.0025,164.4375,2,5,1
D654,F3,P33,581.89,14.55,21.51,1,2026-04-17,15.595605393105629,72.76328093192329,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.48,0.38,6.960000000000001,567.3574485377472,279.30719999999997,221.1182,2,4,0
D655,F4,P136,828.32,20.71,34.59,1,2026-04-15,19.854727106484248,78.7114680165549,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.91,0.59,13.880000000000003,829.2549126176584,753.7712,488.7088,3,2,0
D656,F5,P152,94.71,2.37,3.47,1,2026-04-20,13.918298873259223,72.75098632065033,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.25,0.41,1.1,92.98627623624148,23.6775,38.83109999999999,1,0,0
D657,F1,P64,205.38,5.13,9.75,1,2026-04-15,13.184695439627198,79.98192388039153,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.91,0.59,4.62,205.48866412331452,186.8958,121.17419999999998,3,2,0
D658,F3,P112,162.98,4.07,6.74,1,2026-04-29,19.95640408637873,75.75955611192754,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.04,0.92,2.67,158.57794068862512,6.5192,149.9416,1,2,0
D659,F5,P140,579.0,14.48,21.19,1,2026-04-14,18.62295203030071,74.17234332655794,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.88,0.24,6.710000000000001,579.6093611175182,509.52,138.96,1,1,0
D660,F4,P177,336.82,8.42,12.99,1,2026-04-16,13.716712957666992,75.01807266582381,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.35,0.71,4.57,330.1794814276947,117.88699999999999,239.14219999999997,2,3,0
D661,F2,P37,504.14,12.6,18.83,1,2026-04-19,15.063414998030318,79.77369676311282,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.33,0.43,6.229999999999999,488.42831094289147,166.3662,216.78019999999998,3,6,1
D662,F3,P50,497.79,12.44,18.43,1,2026-04-24,15.652276563863282,73.74752349773468,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.24,0.4,5.99,488.2535523919021,119.4696,199.116,1,4,0
D663,F3,P12,162.62,4.07,6.36,1,2026-04-03,17.466108150603667,76.87997326226096,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.11,0.93,2.29,162.88465420055962,17.8882,151.2366,2,4,0
D664,F1,P57,437.29,10.93,15.91,1,2026-04-05,16.272715355003534,75.87863977087187,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.06,0.74,4.98,423.56900353691196,26.2374,323.5946,2,6,1
D665,F4,P130,690.75,17.27,25.46,1,2026-04-09,17.023155319589087,73.55419162809633,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.84,0.43,8.190000000000001,681.4800618305873,580.23,297.0225,3,3,0
D666,F4,P94,558.25,13.96,19.99,1,2026-04-20,17.351906037713828,76.64549297149163,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.25,0.41,6.029999999999998,558.2897125554747,139.5625,228.8825,1,0,0
D667,F1,P2,507.02,12.68,21.49,1,2026-04-06,16.198197282067113,75.19888777372205,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.55,0.71,8.809999999999999,490.5099224232987,278.861,359.9842,1,0,0
D668,F4,P136,828.32,20.71,30.42,1,2026-04-06,19.854727106484248,78.7114680165549,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.55,0.71,9.71,829.2549126176584,455.5760000000001,588.1072,3,0,0
D669,F1,P158,585.94,14.65,21.85,1,2026-04-01,12.961317182445136,74.73503733373121,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.55,0.21,7.200000000000001,572.160657968207,322.26700000000005,123.04740000000001,1,2,0
D670,F3,P56,631.46,15.79,25.92,1,2026-04-01,14.438250065264231,73.31724682514353,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.55,0.21,10.130000000000003,622.5910811150839,347.30300000000005,132.60660000000001,3,2,0
D671,F1,P18,497.84,12.45,26.17,1,2026-04-27,15.598033066958124,75.16120188801452,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.8,0.98,13.720000000000002,481.35931302502775,398.272,487.8832,1,0,0
D672,F2,P24,357.09,8.93,11.65,1,2026-04-01,19.722042458113105,76.85627398149347,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.55,0.21,2.7200000000000006,354.88099586551294,196.3995,74.98889999999999,1,2,0
D673,F5,P48,733.63,18.34,27.33,1,2026-04-28,19.04374271212206,76.99483238507034,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.56,0.32,8.989999999999998,726.5755694644608,410.8328,234.76160000000002,3,1,0
D674,F2,P161,533.86,13.35,23.49,1,2026-04-26,13.40264215911471,72.137288814654,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.53,0.44,10.139999999999999,525.4597330601526,282.9458,234.8984,3,6,1
D675,F4,P115,286.24,7.16,14.54,1,2026-04-27,14.64600243736411,76.42211973468392,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.8,0.98,7.379999999999999,284.55615579246245,228.99200000000002,280.5152,2,0,0
D676,F2,P83,354.66,8.87,18.07,1,2026-04-13,13.67257296590171,76.33158379062053,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.58,0.86,9.200000000000001,354.5779038935887,205.7028,305.0076,3,0,0
D677,F1,P185,636.58,15.91,26.75,1,2026-04-14,19.74064441216198,76.3837750659847,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.88,0.24,10.84,628.5929631631143,560.1904000000001,152.7792,1,1,0
D678,F1,P83,392.01,9.8,14.73,1,2026-04-03,13.67257296590171,76.33158379062053,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.11,0.93,4.93,382.20078047739185,43.1211,364.5693,3,4,0
D679,F3,P20,479.97,12.0,18.34,1,2026-04-29,14.612326150446684,76.5635517952432,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.04,0.92,6.34,480.747578122462,19.198800000000002,441.5724,1,2,0
D680,F5,P188,76.22,1.91,3.24,1,2026-04-06,13.021517835379726,74.00013159372884,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.55,0.71,1.3300000000000003,75.14047827781489,41.921,54.1162,3,0,0
D681,F4,P130,690.75,17.27,28.3,1,2026-04-03,17.023155319589087,73.55419162809633,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.11,0.93,11.030000000000001,681.4800618305873,75.9825,642.3975,3,4,0
D682,F5,P43,426.31,10.66,23.98,1,2026-04-27,15.802961785456894,76.50620457581107,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.8,0.98,13.32,418.41630022595757,341.048,417.7838,1,0,0
D683,F4,P8,720.11,18.0,27.97,1,2026-04-01,15.603994015756344,72.10611968927893,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.55,0.21,9.969999999999999,704.9064059826062,396.06050000000005,151.2231,1,2,0
D684,F1,P160,61.61,1.54,2.57,1,2026-04-06,14.491306475130354,79.83608422897207,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.55,0.71,1.0299999999999998,61.37639218889932,33.8855,43.7431,3,0,0
